Old Gene ID,current_version_ID,gene_name,gene_product,PfID
PBANKA_103680,PBANKA_1036800,,"DNA mismatch repair protein, putative",PF3D7_1405400
PBANKA_103690,PBANKA_1036900,,"conserved Plasmodium protein, unknown function",PF3D7_1405300
PBANKA_103700,PBANKA_1037000,BET5,"trafficking protein particle complex subunit 1, putative",PF3D7_1405200
PBANKA_103710,PBANKA_1037100,,"GTPase-activating protein, putative",PF3D7_1405100
PBANKA_103720,PBANKA_1037200,,"conserved Plasmodium protein, unknown function",PF3D7_1405000
PBANKA_103730,PBANKA_1037300,,"conserved Plasmodium protein, unknown function",PF3D7_1404900
PBANKA_103740,PBANKA_1037400,,"conserved Plasmodium protein, unknown function",PF3D7_1404700
PBANKA_103750,PBANKA_1037500,ACalpha,adenylyl cyclase alpha,PF3D7_1404600.1
PBANKA_103760,PBANKA_1037600,RRP5,"rRNA biogenesis protein RRP5, putative",PF3D7_1404500
PBANKA_103770,PBANKA_1037700,,"mitochondrial ribosomal protein L16 precursor, putative",PF3D7_1404400
PBANKA_103780,PBANKA_1037800,SOAP,secreted ookinete adhesive protein,PF3D7_1404300
PBANKA_103790,PBANKA_1037900,,"conserved Plasmodium protein, unknown function",PF3D7_1404200
PBANKA_103800,PBANKA_1038000,,"cytochrome c, putative",PF3D7_1404100
PBANKA_103810,PBANKA_1038100,,"DNA-directed RNA polymerase II subunit RPB4, putative",PF3D7_1404000
PBANKA_103820,PBANKA_1038200,MISFIT,nuclear formin-like protein,PF3D7_1403800
PBANKA_103830,PBANKA_1038300,TRAM,"translocation associated membrane protein, putative",PF3D7_1403700
PBANKA_103840,PBANKA_1038400,Sel1,"selenoprotein, putative",PF3D7_1403600
PBANKA_103850,PBANKA_1038500,,"conserved Plasmodium protein, unknown function",PF3D7_1403500
PBANKA_103860,PBANKA_1038600,,"conserved Plasmodium protein, unknown function",PF3D7_1403400
PBANKA_103870,PBANKA_1038700,,"conserved Plasmodium protein, unknown function",PF3D7_1403300
PBANKA_103880,PBANKA_1038800,,"conserved Plasmodium protein, unknown function",PF3D7_1403200
PBANKA_103890,PBANKA_1038900,,"conserved Plasmodium protein, unknown function",PF3D7_1403100
PBANKA_103900,PBANKA_1039000,,"conserved Plasmodium protein, unknown function",PF3D7_1403000
PBANKA_103910,PBANKA_1039100,,"conserved Plasmodium protein, unknown function",PF3D7_1402900
PBANKA_103920,PBANKA_1039200,,"conserved Plasmodium protein, unknown function",PF3D7_1402800
PBANKA_103930,PBANKA_1039300,SR140,"U2 snRNP-associated SURP motif-containing protein, putative",PF3D7_1402700
PBANKA_103940,PBANKA_1039400,,"ubiquitin-40S ribosomal protein S27a, putative",PF3D7_1402500
PBANKA_103950,PBANKA_1039500,,"U1 small nuclear ribonucleoprotein C, putative",PF3D7_1402400
PBANKA_103960,PBANKA_1039600,RPN6,"26S proteasome regulatory subunit RPN6, putative",PF3D7_1402300
PBANKA_103970,PBANKA_1039700,,"conserved Plasmodium protein, unknown function",PF3D7_1402200
PBANKA_103980,PBANKA_1039800,,"conserved Plasmodium protein, unknown function",PF3D7_1402100
PBANKA_103990,PBANKA_1039900,,"conserved Plasmodium protein, unknown function",PF3D7_1402000
PBANKA_104000,PBANKA_1040000,,"conserved Plasmodium protein, unknown function",PF3D7_1401900
PBANKA_104010,PBANKA_1040100,CK,choline kinase,PF3D7_1401800
PBANKA_104020,PBANKA_1040200,,BIR protein;PIR protein,#N/A
PBANKA_104030,PBANKA_1040300,,fam-b protein,#N/A
PBANKA_104040,PBANKA_1040400,,BIR protein;PIR protein,#N/A
PBANKA_110040,PBANKA_1100400,,BIR protein;PIR protein,#N/A
PBANKA_110050,PBANKA_1100500,,fam-b protein,#N/A
PBANKA_110070,PBANKA_1100700,,fam-a protein,#N/A
PBANKA_110075,PBANKA_1100750,,fam-a protein,#N/A
PBANKA_110080,PBANKA_1246121.1;PBANKA_0112681,,;BIR protein;PIR protein,#N/A
PBANKA_110086,PBANKA_1100860,,fam-c protein,#N/A
PBANKA_110090,PBANKA_1100900,,fam-a protein,#N/A
PBANKA_110100,PBANKA_1101000,,fam-a protein,#N/A
PBANKA_110110,PBANKA_1101100,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_110120,PBANKA_1101200,,"Plasmodium exported protein, unknown function",#N/A
PBANKA_110130,PBANKA_1101300,,"conserved rodent malaria protein, unknown function",#N/A
PBANKA_110140,PBANKA_1101400,RAP2/3,rhoptry-associated protein 2/3,#N/A
PBANKA_110150,PBANKA_1101500,,"anaphase-promoting complex subunit, putative",PF3D7_0501700
PBANKA_110160,PBANKA_1101600,,"chromosome assembly factor 1, putative",PF3D7_0501800
PBANKA_110170,PBANKA_1101700,,"conserved protein, unknown function",PF3D7_0501900
PBANKA_110180,PBANKA_1101800,VPS11,"vacuolar protein sorting-associated protein 11, putative",PF3D7_0502000
PBANKA_110190,PBANKA_1101900,,"HCNGP-like protein, putative",PF3D7_0502100
PBANKA_110200,PBANKA_1102000,,"conserved Plasmodium protein, unknown function",PF3D7_0502200
PBANKA_110210,PBANKA_1102100,,"conserved Plasmodium protein, unknown function",PF3D7_0502300
PBANKA_110220,PBANKA_1102200,MSP8,merozoite surface protein 8,PF3D7_0502400
PBANKA_110230,PBANKA_1102300,,"conserved Plasmodium protein, unknown function",PF3D7_0502600
PBANKA_110240,PBANKA_1102400,,"conserved Plasmodium protein, unknown function",PF3D7_0502700
PBANKA_110250,PBANKA_1102500,,"DnaJ protein, putative",PF3D7_0502800
PBANKA_110260,PBANKA_1102600,,"zinc binding protein, putative",PF3D7_0502900
PBANKA_110270,PBANKA_1102700,,"50S ribosomal protein L28, apicoplast, putative",PF3D7_0503000
PBANKA_110280,PBANKA_1102800,IspE,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative",PF3D7_0503100
PBANKA_110290,PBANKA_1102900,,"conserved Plasmodium protein, unknown function",PF3D7_0503200
PBANKA_110300,PBANKA_1103000,SRSF12,"serine/arginine-rich splicing factor 12, putative",PF3D7_0503300
PBANKA_110310,PBANKA_1103100,ADF1,actin-depolymerizing factor 1,PF3D7_0503400
PBANKA_110320,PBANKA_1103200,,"protein kinase, putative",PF3D7_0503500
PBANKA_110330,PBANKA_1103300,MyoB,myosin B,PF3D7_0503600
PBANKA_110340,PBANKA_1103400,RPL31,"60S ribosomal protein L31, putative",PF3D7_0503800
PBANKA_110350,PBANKA_1103500,,"conserved Plasmodium protein, unknown function",PF3D7_0503900
PBANKA_110360,PBANKA_1103600,ATPase3,"cation transporting P-ATPase, putative",PF3D7_0504000
PBANKA_110370,PBANKA_1103700,,"zinc finger protein, putative",PF3D7_0504100
PBANKA_110380,PBANKA_1103800,DDX27,"ATP-dependent RNA helicase DDX27, putative",PF3D7_0504200
PBANKA_110390,PBANKA_1103900,,"conserved Plasmodium protein, unknown function",PF3D7_0504300
PBANKA_110400,PBANKA_1104000,,"ATP-dependent helicase, putative",PF3D7_0504400
PBANKA_110410,PBANKA_1104100,,"conserved Plasmodium protein, unknown function",PF3D7_0504500
PBANKA_110420,PBANKA_1104200,BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative",PF3D7_0504600
PBANKA_110430,PBANKA_1104300,CEP120,"centrosomal protein CEP120, putative",#N/A
PBANKA_110440,PBANKA_1104400,,"conserved Plasmodium protein, unknown function",PF3D7_0504800
PBANKA_110450,PBANKA_1104500,,"conserved protein, unknown function",PF3D7_0504900
PBANKA_110460,PBANKA_1104600,,"conserved Plasmodium protein, unknown function",PF3D7_0505000
PBANKA_110470,PBANKA_1104700,TRS85,"trafficking protein particle complex subunit 8, putative",PF3D7_0505100
PBANKA_110480,PBANKA_1104800,ALP2b,"actin-like protein, putative",PF3D7_0505200
PBANKA_110490,PBANKA_1104900,,"UDP-N-acetyl glucosamine:UMP antiporter, putative",PF3D7_0505300
PBANKA_110500,PBANKA_1105000,,"conserved Plasmodium protein, unknown function",PF3D7_0505400
PBANKA_110510,PBANKA_1105100,MSH6,"DNA mismatch repair protein MSH6, putative",PF3D7_0505500
PBANKA_110520,PBANKA_1105200,,"conserved Plasmodium protein, unknown function",PF3D7_0505600
PBANKA_110530,PBANKA_1105300,,"conserved Plasmodium protein, unknown function",PF3D7_0505700
PBANKA_110540,PBANKA_1105400,SUMO,"small ubiquitin-related modifier, putative",PF3D7_0505800
PBANKA_110550,PBANKA_1105500,,"conserved Plasmodium protein, unknown function",PF3D7_0505900
PBANKA_110560,PBANKA_1105600,,"conserved Plasmodium protein, unknown function",PF3D7_0506000
PBANKA_110570,PBANKA_1105700,,"60S ribosomal subunit protein L24, putative",PF3D7_0506100
PBANKA_110580,PBANKA_1105800,TBP,"TATA-box binding protein, putative",PF3D7_0506200
PBANKA_110590,PBANKA_1105900,,"conserved Plasmodium protein, unknown function",PF3D7_0506300
PBANKA_110600,PBANKA_1106000,,"conserved Plasmodium protein, unknown function",PF3D7_0506400
PBANKA_110610,PBANKA_1106100,,"conserved Plasmodium protein, unknown function",PF3D7_0506500
PBANKA_110620,PBANKA_1106200,,"histone deacetylase, putative",PF3D7_0506600
PBANKA_110630,PBANKA_1106300,,"GTPase-activating protein, putative",PF3D7_0506700
PBANKA_110640,PBANKA_1106400,TCF25,"transcription factor 25, putative",PF3D7_0506800
PBANKA_110650,PBANKA_1106500,ROM4,rhomboid protease ROM4,PF3D7_0506900
PBANKA_110660,PBANKA_1106600,,"conserved Plasmodium protein, unknown function",PF3D7_0507000
PBANKA_110670,PBANKA_1106700,RPL4,"60S ribosomal protein L4, putative",PF3D7_0507100
PBANKA_110680,PBANKA_1106800,SUB3,"subtilisin-like protease 3, putative",PF3D7_0507200
PBANKA_110690,PBANKA_1106900,,"conserved Plasmodium protein, unknown function",PF3D7_0507300
PBANKA_110700,PBANKA_1107000,,"conserved Plasmodium protein, unknown function",PF3D7_0507400
PBANKA_110710,PBANKA_1107100,SUB1,subtilisin-like protease 1,PF3D7_0507500
PBANKA_110720,PBANKA_1107200,CAF40,"cell differentiation protein, putative",PF3D7_0507600
PBANKA_110730,PBANKA_1107300,NPL4,"nuclear protein localization protein 4, putative",PF3D7_0507700
PBANKA_110740,PBANKA_1107400,,"conserved Plasmodium protein, unknown function",PF3D7_0507800
PBANKA_110750,PBANKA_1107500,,"conserved Plasmodium protein, unknown function",PF3D7_0507900
PBANKA_110760,PBANKA_1107600,P38,6-cysteine protein,PF3D7_0508000
PBANKA_110770,PBANKA_1107700,,"SET domain protein, putative",PF3D7_0508100
PBANKA_110780,PBANKA_1107800,,"longevity-assurance (LAG1) protein, putative",PF3D7_0508200
PBANKA_110790,PBANKA_1107900,TPT,triose phosphate transporter,PF3D7_0508300
PBANKA_110800,PBANKA_1108000,,"transcription factor IIb, putative",PF3D7_0508400
PBANKA_110810,PBANKA_1108100,,"guanidine nucleotide exchange factor, putative",PF3D7_0508500
PBANKA_110820,PBANKA_1108200,,"conserved Plasmodium protein, unknown function",PF3D7_0508600
PBANKA_110830,PBANKA_1108300,PRP5,"pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative",PF3D7_0508700
PBANKA_110840,PBANKA_1108400,SSB,"single-stranded DNA-binding protein, putative",PF3D7_0508800
PBANKA_110850,PBANKA_1108500,,"conserved Plasmodium protein, unknown function",PF3D7_0508900
PBANKA_110860,PBANKA_1108600,,"SNAP protein, putative",PF3D7_0509000
PBANKA_110870,PBANKA_1108700,SMC4,"structural maintenance of chromosomes protein 4, putative",PF3D7_0509100
PBANKA_110880,PBANKA_1108800,LRR2,leucine-rich repeat protein,PF3D7_0509200
PBANKA_110890,PBANKA_1108900,,"conserved Plasmodium protein, unknown function",PF3D7_0509300
PBANKA_110900,PBANKA_1109000,,"RNA polymerase I, putative",PF3D7_0509400
PBANKA_110910,PBANKA_1109100,,"conserved Plasmodium protein, unknown function",PF3D7_0509500
PBANKA_110920,PBANKA_1109200,,"asparagine--tRNA ligase, putative",PF3D7_0509600
PBANKA_110930,PBANKA_1109300,,"conserved Plasmodium protein, unknown function",PF3D7_0509700
PBANKA_110940,PBANKA_1109400,PI4K,"phosphatidylinositol 4-kinase, putative",PF3D7_0509800
PBANKA_110950,PBANKA_1109500,,"conserved Plasmodium protein, unknown function",PF3D7_0509900
PBANKA_110960,PBANKA_1109600,,"conserved Plasmodium protein, unknown function",PF3D7_0510000
PBANKA_110970,PBANKA_1109700,,"conserved Plasmodium protein, unknown function",PF3D7_0510100
PBANKA_110980,PBANKA_1109800,CYP87,"peptidyl-prolyl cis-trans isomerase, putative",PF3D7_0510200
PBANKA_110990,PBANKA_1109900,SIP,"stripes inner membrane complex protein, putative",PF3D7_0510300
PBANKA_111000,PBANKA_1110000,,"conserved Plasmodium protein, unknown function",PF3D7_0510400
PBANKA_111010,PBANKA_1110100,,"topoisomerase I, putative",PF3D7_0510500
PBANKA_111020,PBANKA_1110200,,"conserved Plasmodium protein, unknown function",PF3D7_0510700
PBANKA_111030,PBANKA_1110300,,"WD repeat-containing protein, putative",PF3D7_0510800
PBANKA_111050,PBANKA_1110500,TCTP,histamine-releasing factor;translationally-controlled tumor protein homolog,PF3D7_0511000
PBANKA_111060,PBANKA_1110600,,"conserved Plasmodium protein, unknown function",PF3D7_0511100
PBANKA_111070,PBANKA_1110700,SCP,"stearoyl-CoA desaturase, putative",PF3D7_0511200
PBANKA_111080,PBANKA_1110800,,"conserved Plasmodium protein, unknown function",PF3D7_0511300
PBANKA_111090,PBANKA_1110900,,"conserved Plasmodium protein, unknown function",PF3D7_0511400
PBANKA_111100,PBANKA_1111000,,"RNA pseudouridylate synthase, putative",PF3D7_0511500
PBANKA_111110,PBANKA_1111000,,"RNA pseudouridylate synthase, putative",PF3D7_0511500
PBANKA_111120,PBANKA_1111200,ARNP,"apical rhoptry neck protein, putative",PF3D7_0511600
PBANKA_111130,PBANKA_1111300,CGI121,"EKC/KEOPS complex subunit CGI121, putative",#N/A
PBANKA_111140,PBANKA_1111400,INO1,"inositol-3-phosphate synthase, putative",PF3D7_0511800
PBANKA_111150,PBANKA_1111500,,"conserved Plasmodium protein, unknown function",PF3D7_0511900
PBANKA_111160,PBANKA_1111600,,"prefoldin subunit, putative",PF3D7_0512000
PBANKA_111170,PBANKA_1111700,,"conserved Plasmodium protein, unknown function",PF3D7_0512100
PBANKA_111180,PBANKA_1111800,GS,glutathione synthetase,PF3D7_0512200
PBANKA_111190,PBANKA_1111900,MAT1,"CDK-activating kinase assembly factor, putative",PF3D7_0512300
PBANKA_111200,PBANKA_1112000,,"conserved Plasmodium protein, unknown function",PF3D7_0512400
PBANKA_111210,PBANKA_1112100,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_111220,PBANKA_1112200,,"conserved Plasmodium protein, unknown function",PF3D7_0512500
PBANKA_111230,PBANKA_1112300,RAB1b,"ras-related protein Rab-1B, putative",PF3D7_0512600
PBANKA_111240,PBANKA_1112400,OPRT,"orotate phosphoribosyltransferase, putative",PF3D7_0512700
PBANKA_111250,PBANKA_1112500,,"conserved Plasmodium protein, unknown function",PF3D7_0512800
PBANKA_111260,PBANKA_1112600,,"conserved Plasmodium protein, unknown function",PF3D7_0512900
PBANKA_111270,PBANKA_1112700,,"conserved Plasmodium protein, unknown function",PF3D7_0513000
PBANKA_111280,PBANKA_1112800,,"conserved Plasmodium protein, unknown function",PF3D7_0513100
PBANKA_111290,PBANKA_1112900,,"conserved Plasmodium protein, unknown function",PF3D7_0513200
PBANKA_111300,PBANKA_1113000,PNP,"purine nucleoside phosphorylase, putative",PF3D7_0513300
PBANKA_111310,PBANKA_1113100,,"GTP-binding protein, putative",PF3D7_0513400
PBANKA_111320,PBANKA_1113200,PAM16,"mitochondrial import inner membrane translocase subunit TIM16, putative",PF3D7_0513500
PBANKA_111330,PBANKA_1113300,,"deoxyribodipyrimidine photo-lyase, putative",PF3D7_0513600
PBANKA_111340,PBANKA_1113400,PSOP12,"secreted ookinete protein, putative;6-cysteine protein",PF3D7_0513700
PBANKA_111350,PBANKA_1113500,RAB1a,"ras-related protein Rab-1A, putative",PF3D7_0513800
PBANKA_111360,PBANKA_1113600,,"conserved Plasmodium protein, unknown function",PF3D7_0513900
PBANKA_111370,PBANKA_1113700,,"tubulin--tyrosine ligase, putative",PF3D7_0514000
PBANKA_111380,PBANKA_1113800,UvrD,"ATP-dependent DNA helicase UvrD, putative",PF3D7_0514100
PBANKA_111390,PBANKA_1113900,,"conserved Plasmodium protein, unknown function",PF3D7_0514200
PBANKA_111400,PBANKA_1114000,,"aspartate--tRNA ligase, putative",PF3D7_0514300
PBANKA_111410,PBANKA_1114100,,"conserved Plasmodium protein, unknown function",PF3D7_0514500
PBANKA_111420,PBANKA_1114200,,"ribose 5-phosphate epimerase, putative",PF3D7_0514600
PBANKA_111430,PBANKA_1114300,,"conserved Plasmodium protein, unknown function",PF3D7_0514700
PBANKA_111440,PBANKA_1114400,,"kinase, putative",PF3D7_0514800
PBANKA_111450,PBANKA_1114500,,"conserved Plasmodium protein, unknown function",PF3D7_0514900
PBANKA_111460,PBANKA_1114600,CWC2,"pre-mRNA-splicing factor CWC2, putative",PF3D7_0515000
PBANKA_111470,PBANKA_1114700,ROM9,rhomboid protease ROM9,PF3D7_0515100
PBANKA_111480,PBANKA_1114800,,"conserved Plasmodium protein, unknown function",PF3D7_0515200
PBANKA_111490,PBANKA_1114900,PI3K,"phosphatidylinositol 3-kinase, putative",PF3D7_0515300
PBANKA_111500,PBANKA_1115000,,"conserved Plasmodium protein, unknown function",PF3D7_0515400
PBANKA_111510,PBANKA_1115100,,"amino acid transporter, putative",PF3D7_0515500
PBANKA_111520,PBANKA_1115200,,"conserved Plasmodium protein, unknown function",PF3D7_0515600
PBANKA_111530,PBANKA_1115300,GAP40,"glideosome-associated protein 40, putative",PF3D7_0515700
PBANKA_111540,PBANKA_1115400,,"BolA-like protein, putative",PF3D7_0515800
PBANKA_111550,PBANKA_1115500,NIF2,NLI interacting factor-like phosphatase,PF3D7_0515900
PBANKA_111560,PBANKA_1115600,,"conserved Plasmodium protein, unknown function",PF3D7_0616100
PBANKA_111570,PBANKA_1115700,NDC80,"kinetochore protein NDC80, putative",PF3D7_0616200
PBANKA_111580,PBANKA_1115800,,"conserved Plasmodium protein, unknown function",PF3D7_0616300
PBANKA_111590,PBANKA_1115900,,"conserved Plasmodium protein, unknown function",PF3D7_0616400
PBANKA_111600,PBANKA_1116000,TLP,TRAP-like protein,PF3D7_0616500
PBANKA_111610,PBANKA_1116100,,"conserved Plasmodium protein, unknown function",PF3D7_0616600
PBANKA_111620,PBANKA_1116200,,"ras GTPAse, putative",PF3D7_0616700
PBANKA_111630,PBANKA_1116300,MQO,"malate:quinone oxidoreductase, putative",PF3D7_0616800
PBANKA_111640,PBANKA_1116400,,"conserved Plasmodium protein, unknown function",PF3D7_0616900
PBANKA_111650,PBANKA_1116500,TOM40,"mitochondrial import receptor subunit TOM40, putative",PF3D7_0617000
PBANKA_111660,PBANKA_1116700,,"AP-2 complex subunit alpha, putative",PF3D7_0617100
PBANKA_111670,PBANKA_1116700,,"AP-2 complex subunit alpha, putative",PF3D7_0617100
PBANKA_111680,PBANKA_1116800,,"conserved Plasmodium protein, unknown function",PF3D7_0617200
PBANKA_111690,PBANKA_1116900,,"conserved Plasmodium protein, unknown function",PF3D7_0617300
PBANKA_111700,PBANKA_1117000,H2A,"histone H2A, putative",PF3D7_0617800
PBANKA_111710,PBANKA_1117100,H3.3,"histone H3 variant, putative",PF3D7_0617900
PBANKA_111720,PBANKA_1117200,,"conserved Plasmodium protein, unknown function",PF3D7_0618000
PBANKA_111730,PBANKA_1117300,,"conserved Plasmodium protein, unknown function",PF3D7_0618100
PBANKA_111740,PBANKA_1117400,,"conserved Plasmodium protein, unknown function",PF3D7_0618200
PBANKA_111750,PBANKA_1117500,,"ribosomal protein L27a, putative",PF3D7_0618300
PBANKA_111760,PBANKA_1117600,,"conserved Plasmodium protein, unknown function",PF3D7_0618400
PBANKA_111770,PBANKA_1117700,MDH,"malate dehydrogenase, putative",PF3D7_0618500
PBANKA_111780,PBANKA_1117800,ROM10,rhomboid protease ROM10,PF3D7_0618600
PBANKA_111790,PBANKA_1117900,,"trafficking protein particle complex subunit 6A, putative",PF3D7_0618700
PBANKA_111800,PBANKA_1118000,,"conserved Plasmodium protein, unknown function",PF3D7_0618800
PBANKA_111810,PBANKA_1118100,GPI1,"phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative",#N/A
PBANKA_111820,PBANKA_1118200,,"conserved Plasmodium protein, unknown function",PF3D7_0619000.1
PBANKA_111830,PBANKA_1118300,,"conserved Plasmodium protein, unknown function",PF3D7_0619100
PBANKA_111840,PBANKA_1118400,,"conserved Plasmodium protein, unknown function",PF3D7_0619200
PBANKA_111850,PBANKA_1118500,,"conserved Plasmodium protein, unknown function",PF3D7_0619300
PBANKA_111860,PBANKA_1118600,,"cell division cycle protein 48 homologue, putative",PF3D7_0619400
PBANKA_111870,PBANKA_1118700,ACS12,"acyl-CoA synthetase, putative",PF3D7_0619500
PBANKA_111880,PBANKA_1118800,,"conserved Plasmodium protein, unknown function",PF3D7_0619600
